age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,weight
56,blue-collar,married,secondary,no,0,no,no,cellular,19,aug,432,15,-1,0,unknown,0,1
34,self-employed,single,tertiary,no,693,yes,no,cellular,24,jul,130,1,-1,0,unknown,0,1
44,technician,divorced,secondary,no,-865,yes,no,cellular,20,apr,334,1,-1,0,unknown,0,1
55,technician,married,secondary,no,3207,no,no,cellular,28,jan,158,2,153,12,failure,0,1
34,blue-collar,married,secondary,no,398,yes,no,cellular,3,jun,161,2,-1,0,unknown,0,1
41,blue-collar,divorced,secondary,no,257,yes,no,cellular,5,may,442,2,-1,0,unknown,0,1
42,services,married,primary,no,124,yes,no,cellular,2,feb,164,2,262,2,failure,0,1
36,management,married,tertiary,no,2823,no,no,unknown,9,jun,411,2,-1,0,unknown,0,1
53,entrepreneur,married,tertiary,no,22370,yes,no,unknown,15,may,106,1,-1,0,unknown,0,1
35,management,single,tertiary,no,205,yes,no,unknown,16,may,512,1,-1,0,unknown,0,1
30,technician,divorced,secondary,no,3100,yes,no,unknown,21,may,154,4,-1,0,unknown,0,1
43,blue-collar,married,secondary,no,500,yes,no,cellular,14,jul,324,2,-1,0,unknown,0,1
28,admin.,married,secondary,no,-247,yes,yes,cellular,30,jan,121,1,240,2,failure,0,1
38,blue-collar,single,primary,no,490,yes,yes,unknown,25,aug,17,1,-1,0,unknown,0,1
45,admin.,married,tertiary,no,2552,no,no,cellular,1,jun,69,1,293,7,failure,1,1
31,management,married,tertiary,no,1400,yes,no,cellular,30,jan,175,2,2,1,other,0,1
55,management,married,unknown,no,1185,no,no,unknown,5,may,677,1,-1,0,unknown,0,1
30,blue-collar,married,secondary,no,246,yes,no,cellular,17,apr,191,1,150,7,failure,0,1
59,blue-collar,married,secondary,no,12928,no,no,cellular,8,aug,66,2,-1,0,unknown,0,1
33,admin.,married,secondary,no,1293,yes,no,cellular,15,may,245,9,373,2,failure,0,1
45,management,married,tertiary,no,3857,yes,no,cellular,11,aug,425,2,190,1,failure,0,1
25,blue-collar,married,secondary,no,101,no,yes,cellular,8,jul,460,3,-1,0,unknown,1,1
27,management,married,tertiary,no,145,no,no,cellular,29,jan,103,1,-1,0,unknown,0,1
40,technician,married,tertiary,no,103,yes,no,unknown,8,may,135,2,-1,0,unknown,0,1
51,admin.,married,secondary,no,3025,no,no,cellular,7,may,476,1,352,1,other,1,1
49,services,married,secondary,no,400,no,no,cellular,21,aug,151,3,-1,0,unknown,0,1
57,technician,divorced,secondary,no,1244,yes,no,cellular,18,jul,383,1,-1,0,unknown,0,1
45,admin.,divorced,secondary,no,479,no,no,cellular,2,feb,83,2,-1,0,unknown,0,1
67,self-employed,married,tertiary,no,1979,no,no,cellular,10,sep,105,2,-1,0,unknown,0,1
37,blue-collar,married,secondary,no,395,yes,no,unknown,6,may,219,2,-1,0,unknown,0,1
52,housemaid,married,primary,no,3283,no,no,unknown,11,jun,553,1,-1,0,unknown,0,1
32,management,single,secondary,no,0,yes,no,cellular,17,jul,139,5,-1,0,unknown,0,1
30,technician,single,secondary,yes,1,no,no,cellular,7,aug,407,4,-1,0,unknown,0,1
32,management,married,tertiary,no,134,no,yes,cellular,29,aug,162,2,-1,0,unknown,0,1
38,management,married,tertiary,no,12877,no,no,unknown,17,jun,118,3,-1,0,unknown,0,1
39,management,married,tertiary,no,13021,no,no,cellular,5,aug,425,2,-1,0,unknown,0,1
33,technician,married,secondary,no,1166,no,no,cellular,11,aug,90,3,-1,0,unknown,0,1
30,technician,divorced,secondary,no,3028,yes,no,cellular,28,aug,65,5,-1,0,unknown,0,1
39,admin.,married,secondary,no,2319,no,no,cellular,21,nov,48,1,137,1,failure,0,1
44,retired,divorced,primary,no,2083,yes,no,unknown,28,may,124,1,-1,0,unknown,0,1
29,admin.,married,secondary,no,182,yes,yes,unknown,6,may,477,1,-1,0,unknown,0,1
34,management,married,secondary,no,-285,yes,no,cellular,15,may,192,1,276,3,failure,0,1
33,blue-collar,single,secondary,no,6285,yes,no,unknown,2,jun,689,3,-1,0,unknown,0,1
53,blue-collar,single,secondary,no,156,yes,yes,unknown,7,may,259,4,-1,0,unknown,0,1
46,blue-collar,married,secondary,no,6253,yes,no,cellular,9,jul,411,1,-1,0,unknown,0,1
43,services,single,secondary,no,848,no,no,unknown,5,jun,168,2,-1,0,unknown,0,1
75,retired,divorced,primary,no,852,no,no,cellular,16,sep,228,1,185,1,failure,0,1
57,blue-collar,divorced,primary,no,-176,yes,no,unknown,8,may,275,1,-1,0,unknown,0,1
29,admin.,single,secondary,no,891,yes,no,cellular,14,may,172,2,352,1,failure,0,1
36,management,married,tertiary,no,1988,yes,yes,cellular,25,jul,102,2,-1,0,unknown,0,1
39,management,married,tertiary,no,8195,no,no,cellular,5,aug,121,3,-1,0,unknown,0,1
33,services,married,primary,no,6904,no,no,telephone,20,nov,114,2,-1,0,unknown,0,1
38,management,single,unknown,no,715,yes,no,cellular,2,apr,951,1,132,3,failure,0,1
54,management,married,tertiary,no,397,yes,no,cellular,11,may,102,1,-1,0,unknown,0,1
41,technician,divorced,secondary,no,258,no,no,cellular,13,aug,104,6,-1,0,unknown,0,1
25,blue-collar,single,primary,no,6,yes,yes,unknown,27,may,174,2,-1,0,unknown,0,1
34,housemaid,single,tertiary,no,43,no,no,cellular,25,aug,198,8,-1,0,unknown,0,1
27,management,single,tertiary,no,2786,no,no,cellular,15,jun,270,2,377,3,success,0,1
45,blue-collar,single,primary,no,2121,no,no,cellular,21,nov,326,2,-1,0,unknown,0,1
27,technician,single,tertiary,no,931,yes,no,cellular,4,feb,1078,1,-1,0,unknown,1,1
56,self-employed,married,tertiary,no,350,no,no,cellular,3,feb,83,3,-1,0,unknown,0,1
74,retired,married,primary,no,0,no,no,telephone,13,aug,562,2,-1,0,unknown,1,1
24,admin.,single,secondary,no,1295,no,no,cellular,21,apr,476,1,-1,0,unknown,1,1
53,entrepreneur,married,primary,no,27,yes,no,telephone,10,sep,230,3,-1,0,unknown,1,1
51,technician,married,secondary,no,117,no,no,cellular,24,aug,467,2,88,4,other,1,1
27,services,single,secondary,no,167,no,yes,cellular,8,jul,606,2,-1,0,unknown,0,1
79,retired,divorced,primary,no,336,no,no,cellular,6,oct,386,1,184,1,other,0,1
30,services,married,secondary,no,253,yes,no,cellular,5,may,235,2,-1,0,unknown,0,1
38,unemployed,single,secondary,no,2876,no,no,cellular,2,feb,245,2,-1,0,unknown,0,1
49,housemaid,married,tertiary,no,443,no,no,cellular,8,aug,27,6,-1,0,unknown,0,1
40,services,single,secondary,no,1547,yes,no,cellular,20,nov,405,1,-1,0,unknown,1,1
24,technician,single,secondary,no,-103,yes,yes,unknown,5,may,145,1,-1,0,unknown,0,1
33,entrepreneur,married,tertiary,no,1145,yes,no,cellular,14,may,92,3,-1,0,unknown,0,1
48,management,married,tertiary,no,2,no,no,cellular,16,jun,79,2,-1,0,unknown,0,1
35,blue-collar,married,primary,no,4366,yes,no,unknown,28,may,173,3,-1,0,unknown,0,1
32,management,single,tertiary,no,3616,no,no,cellular,14,aug,165,2,-1,0,unknown,0,1
36,blue-collar,married,secondary,no,1790,yes,no,cellular,16,apr,386,2,-1,0,unknown,0,1
55,blue-collar,single,tertiary,no,325,yes,no,unknown,8,may,693,1,-1,0,unknown,0,1
60,blue-collar,married,secondary,no,19447,yes,no,telephone,9,jul,196,1,-1,0,unknown,0,1
50,management,married,tertiary,no,3327,no,no,cellular,25,aug,74,7,-1,0,unknown,0,1
26,student,single,tertiary,no,13887,no,no,cellular,10,sep,199,4,-1,0,unknown,0,1
36,self-employed,divorced,tertiary,no,1354,yes,no,cellular,14,may,1723,1,356,2,success,1,1
34,entrepreneur,married,secondary,no,223,no,yes,cellular,11,aug,103,6,-1,0,unknown,0,1
46,entrepreneur,single,tertiary,no,580,yes,no,unknown,13,may,36,1,-1,0,unknown,0,1
29,management,single,tertiary,no,42,yes,no,unknown,26,jun,91,4,-1,0,unknown,0,1
46,unemployed,married,secondary,no,2940,yes,no,unknown,29,may,195,2,-1,0,unknown,0,1
42,blue-collar,divorced,secondary,no,685,yes,no,unknown,30,may,204,4,-1,0,unknown,0,1
33,entrepreneur,single,tertiary,no,300,yes,yes,cellular,30,jan,922,5,-1,0,unknown,1,1
49,technician,married,secondary,no,788,no,no,unknown,17,jun,162,7,-1,0,unknown,0,1
59,housemaid,married,primary,no,0,no,yes,telephone,28,jul,40,2,-1,0,unknown,0,1
35,admin.,married,secondary,no,165,no,yes,unknown,20,jun,109,1,-1,0,unknown,0,1
39,management,married,tertiary,no,22,yes,no,unknown,2,jun,493,1,-1,0,unknown,0,1
34,management,single,tertiary,no,0,no,no,cellular,5,feb,71,1,-1,0,unknown,0,1
54,housemaid,divorced,secondary,no,1327,no,no,unknown,5,jun,115,2,-1,0,unknown,0,1
49,management,single,tertiary,no,354,yes,no,unknown,19,may,166,3,-1,0,unknown,0,1
28,unemployed,single,tertiary,no,0,yes,no,unknown,5,may,125,2,-1,0,unknown,0,1
32,services,married,secondary,no,61,yes,no,cellular,8,jul,529,5,-1,0,unknown,0,1
42,blue-collar,married,primary,no,21,yes,no,cellular,13,may,383,5,288,11,other,0,1
60,retired,married,primary,no,1216,no,no,cellular,28,jan,156,1,-1,0,unknown,0,1
56,services,married,secondary,no,473,yes,no,unknown,6,may,416,1,-1,0,unknown,0,1
39,unemployed,married,secondary,no,1309,yes,no,cellular,4,feb,587,2,-1,0,unknown,0,1
47,technician,married,primary,no,145,yes,no,unknown,7,may,157,6,-1,0,unknown,0,1
60,unemployed,married,secondary,no,2000,no,no,cellular,8,apr,58,1,-1,0,unknown,0,1
30,technician,single,secondary,no,800,no,no,telephone,28,jan,60,2,-1,0,unknown,0,1
25,student,married,tertiary,no,0,yes,no,cellular,9,jul,160,1,-1,0,unknown,0,1
38,self-employed,married,tertiary,no,327,yes,no,cellular,6,may,69,2,-1,0,unknown,0,1
32,blue-collar,divorced,secondary,no,98,yes,no,cellular,29,jan,364,2,-1,0,unknown,0,1
29,management,single,unknown,no,698,no,no,cellular,8,feb,186,1,-1,0,unknown,0,1
36,services,married,secondary,no,321,yes,no,cellular,15,jul,160,2,-1,0,unknown,0,1
42,self-employed,married,secondary,no,1216,yes,no,cellular,23,apr,296,1,521,1,failure,1,1
34,management,single,tertiary,no,1190,no,no,cellular,3,feb,18,7,-1,0,unknown,0,1
35,self-employed,married,secondary,no,3329,no,no,cellular,18,nov,166,1,-1,0,unknown,0,1
39,blue-collar,married,primary,no,481,yes,no,unknown,8,may,204,1,-1,0,unknown,0,1
60,retired,married,secondary,yes,0,no,no,cellular,19,aug,316,2,-1,0,unknown,0,1
34,blue-collar,married,primary,no,-288,yes,no,unknown,19,may,643,1,-1,0,unknown,0,1
31,management,single,tertiary,no,350,no,no,cellular,18,aug,471,2,-1,0,unknown,0,1
33,services,married,secondary,no,4963,yes,no,unknown,20,may,148,2,-1,0,unknown,0,1
39,entrepreneur,married,secondary,no,0,no,no,unknown,20,jun,375,1,-1,0,unknown,0,1
36,admin.,single,secondary,no,0,yes,yes,unknown,28,may,117,6,-1,0,unknown,0,1
43,admin.,single,secondary,no,2527,yes,no,unknown,7,may,276,4,-1,0,unknown,0,1
43,entrepreneur,married,secondary,no,0,no,no,telephone,4,may,6,4,-1,0,unknown,0,1
34,management,single,tertiary,no,11350,yes,no,cellular,15,may,153,1,176,1,failure,0,1
35,unemployed,married,secondary,no,759,no,no,cellular,19,nov,556,3,-1,0,unknown,0,1
35,self-employed,single,tertiary,no,4693,yes,no,cellular,21,nov,227,5,-1,0,unknown,0,1
49,blue-collar,married,primary,no,183,yes,yes,cellular,6,feb,257,2,-1,0,unknown,0,1
47,housemaid,divorced,secondary,no,26,no,no,cellular,22,aug,48,4,-1,0,unknown,0,1
53,unemployed,married,secondary,no,582,yes,no,unknown,8,may,96,2,-1,0,unknown,0,1
46,services,divorced,primary,no,3854,yes,no,cellular,17,apr,541,2,150,4,other,0,1
32,management,married,tertiary,no,0,no,no,cellular,29,aug,183,2,-1,0,unknown,0,1
56,unknown,married,unknown,no,361,no,no,unknown,20,jun,247,7,-1,0,unknown,0,1
45,entrepreneur,married,secondary,no,4688,no,no,cellular,7,jul,112,10,-1,0,unknown,0,1
37,blue-collar,married,secondary,no,298,yes,no,cellular,31,jul,10,6,-1,0,unknown,0,1
55,blue-collar,single,primary,no,39,yes,no,unknown,26,may,128,5,-1,0,unknown,0,1
23,blue-collar,single,secondary,no,206,yes,no,cellular,20,apr,116,3,-1,0,unknown,0,1
42,blue-collar,divorced,secondary,no,498,yes,no,cellular,11,may,173,2,-1,0,unknown,0,1
43,technician,married,primary,no,4844,yes,no,cellular,19,nov,434,1,-1,0,unknown,0,1
57,technician,married,secondary,no,2550,no,no,cellular,29,jan,73,2,-1,0,unknown,0,1
49,technician,divorced,tertiary,no,0,no,no,cellular,19,aug,68,2,-1,0,unknown,0,1
49,blue-collar,single,primary,no,-165,yes,yes,cellular,28,jul,151,3,-1,0,unknown,0,1
28,management,single,secondary,no,967,yes,no,cellular,20,apr,174,1,334,1,failure,0,1
30,blue-collar,single,secondary,no,1073,yes,no,cellular,5,may,1130,4,-1,0,unknown,0,1
55,admin.,married,secondary,no,8304,no,no,cellular,1,sep,193,1,92,1,success,1,1
41,technician,married,secondary,no,902,no,no,unknown,16,jun,35,6,-1,0,unknown,0,1
43,blue-collar,married,secondary,no,664,yes,no,unknown,12,jun,354,1,-1,0,unknown,0,1
38,blue-collar,divorced,secondary,no,727,yes,no,unknown,16,jun,119,2,-1,0,unknown,0,1
31,technician,single,tertiary,no,703,yes,no,unknown,8,may,943,2,-1,0,unknown,1,1
53,technician,single,secondary,yes,-435,yes,yes,unknown,16,jun,131,2,-1,0,unknown,0,1
34,technician,single,secondary,no,664,yes,yes,cellular,11,may,88,2,343,2,other,0,1
58,blue-collar,married,primary,no,1406,yes,no,unknown,14,may,252,3,-1,0,unknown,0,1
58,retired,married,primary,no,1980,no,no,cellular,5,jun,255,1,-1,0,unknown,1,1
32,technician,married,secondary,no,3322,yes,no,cellular,20,apr,380,1,74,4,failure,0,1
50,admin.,married,secondary,yes,-437,yes,yes,unknown,17,jun,83,1,-1,0,unknown,0,1
58,retired,married,secondary,no,13189,no,yes,cellular,6,aug,181,2,-1,0,unknown,0,1
31,blue-collar,married,secondary,no,-110,yes,no,unknown,26,may,440,1,-1,0,unknown,0,1
